시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자
9,성남시 수정구,남문로,경기도 성남시 수정구 수정로 85-2,경기도 성남시 수정구 태평동 6989번지,-,1,,N,37.444322,127.128363,2,4,15,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,남문로,경기도 성남시 수정구 남문로60번길 1,경기도 성남시 수정구 태평동 3786-1번지,-,1,,N,37.445339,127.131748,2,4,15,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,보통골길,경기도 성남시 중원구 갈마치로 233,경기도 성남시 중원구 상대원동 252-4번지,-,1,,N,37.434594,127.174007,4,3,12,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,장승1길,경기도 성남시 중원구 갈마치로 302,경기도 성남시 중원구 상대원동 144-3번지,-,1,,N,37.439602,127.172444,3,3,9,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,도촌초입길,경기도 성남시 중원구 마지로 284,경기도 성남시 중원구 갈현동 524번지,-,1,,N,37.4201801,127.157275,2,3,6,Y,,,,,N,,N,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,도촌남로,경기도 성남시 중원구 도촌남로 22-1,경기도 성남시 중원구 도촌동 506번지,-,1,,N,37.414192,127.150171,5,3,15,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,도촌남로,경기도 성남시 중원구 도촌남로 99,경기도 성남시 중원구 도촌동 646번지,-,1,,N,37.414009,127.157047,4,3,12,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,도촌로,경기도 성남시 중원구 도촌로7번길 4-12,경기도 성남시 중원구 도촌동 548번지,-,1,,N,37.415725,127.150628,4,3,12,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,남문로,경기도 성남시 수정구 시민로 227,경기도 성남시 수정구 태평동 2370번지,-,1,,N,37.4479401,127.140641,2,4,15,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,마지로,경기도 성남시 중원구 둔촌대로 106,경기도 성남시 중원구 하대원동 101번지,-,1,,N,37.428286,127.131321,3,3,9,N,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,둔촌대로,경기도 성남시 중원구 둔촌대로 118,경기도 성남시 중원구 하대원동 102번지,-,1,,N,37.429099,127.131525,7,3,21,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,광명로,경기도 성남시 중원구 금빛로 52,경기도 성남시 중원구 금광동 2401번지,-,1,,N,37.446678,127.167297,6,3,18,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,광명로,경기도 성남시 중원구 광명로 304 (금광동),경기도 성남시 중원구 금광동 349,-,1,,N,37.444606,127.159969,2,3,6,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,광명로,경기도 성남시 중원구 산성대로350번길 10-1,경기도 성남시 중원구 중앙동 180번지,-,1,,N,37.443024,127.155717,4,3,12,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,산성대로,경기도 성남시 중원구 산성대로 346,경기도 성남시 중원구 중앙동 149번지,-,1,,N,37.443908,127.154812,10,3,30,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,산성대로,경기도 성남시 수정구 산성대로 313,경기도 성남시 수정구 신흥동 2471번지,-,1,,N,37.442625,127.152127,10,3,30,Y,,,,,Y,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,산성대로,경기도 성남시 중원구 산성대로 204,경기도 성남시 중원구 성남동 2144번지,-,1,,N,37.437567,127.140938,9,3,27,Y,,,,,Y,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,산성대로,경기도 성남시 수정구 산성대로 3,경기도 성남시 수정구 수진동 4690-7번지,-,1,,N,37.432415,127.118924,4,3,12,Y,,,,,Y,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,순환로,경기도 성남시 중원구 순환로 166,경기도 성남시 중원구 상대원동 197-6번지,-,1,,N,37.437924,127.178593,4,3,12,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,순환로,경기도 성남시 중원구 순환로198번길 8,경기도 성남시 중원구 상대원동 178번지,-,1,,N,37.441384,127.179097,4,3,12,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,성남대로,경기도 성남시 수정구 성남대로 1259,경기도 성남시 수정구 태평동 6812번지,-,1,,N,37.441891,127.127473,5,8,50,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,광명로,경기도 성남시 중원구 광명로 181-1,경기도 성남시 중원구 중앙동 1102번지,-,1,,N,37.439471,127.147729,2,3,6,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,제일로,경기도 성남시 수정구 제일로137번길 1,경기도 성남시 수정구 수진동 3402번지,-,1,,N,37.438869,127.1327301,2,6,20,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,제일로,경기도 성남시 수정구 제일로 195,경기도 성남시 수정구 태평동 5610번지,-,1,,N,37.444139,127.130246,2,6,20,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,제일로,,경기도 성남시 수정구 태평동 4320,-,1,,N,37.446954,127.128993,2,6,20,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,구미로,"경기도 성남시 분당구 무지개로 144 (구미동, 무지개마을청구아파트)",경기도 성남시 분당구 구미동 221번지 무지개마을청구아파트,-,1,,N,37.338133,127.1176601,6,8,20,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,구미로,경기도 성남시 분당구 구미로 107,경기도 성남시 분당구 구미동 223번지,-,1,,N,37.339015,127.120769,6,8,20,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,구미로,,경기도 성남시 분당구 구미동 281,-,1,,N,37.342613,127.124721,6,8,20,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,구미로,"경기도 성남시 분당구 구미로173번길 8 (구미동, 청구빌라)",경기도 성남시 분당구 구미동 288번지 청구빌라,-,1,,N,37.343484,127.126011,6,8,20,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,,경기도 성남시 분당구 이매동 150-1,-,1,,N,37.4053601,127.119395,9,8,29,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,경기도 성남시 분당구 판교로 432,경기도 성남시 분당구 이매동 131-1번지,-,1,,N,37.405364,127.121611,7,8,23,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,경기도 성남시 분당구 판교로 446,경기도 성남시 분당구 이매동 131-8번지,-,1,,N,37.405338,127.123508,8,8,26,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,경기도 성남시 분당구 양현로 240,경기도 성남시 분당구 이매동 97-1번지,-,1,,N,37.405326,127.125544,9,8,29,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,,경기도 성남시 분당구 이매동 127-1,-,1,,N,37.405293,127.1283601,8,8,26,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,"경기도 성남시 분당구 판교로 519 (야탑동, 탑마을경남아너스빌)",경기도 성남시 분당구 야탑동 525번지 탑마을경남아너스빌,-,1,,N,37.406254,127.131402,7,8,23,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,경기도 성남시 분당구 매화로 1,경기도 성남시 분당구 야탑동 523번지,-,1,,N,37.407269,127.133844,8,8,26,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,경기도 성남시 분당구 판교로 582,경기도 성남시 분당구 야탑동 491번지,-,1,,N,37.407674,127.137867,7,8,23,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,"경기도 성남시 분당구 판교로 654 (야탑동, 목련마을대진빌라)",경기도 성남시 분당구 야탑동 158번지 목련마을대진빌라,-,1,,N,37.405703,127.144661,6,8,20,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지,-,1,,N,37.404962,127.149726,4,6,14,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,경기도 성남시 분당구 판교로 697,경기도 성남시 분당구 야탑동 150번지,-,1,,N,37.404882,127.151321,4,6,14,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,황새울로,경기도 성남시 분당구 서현로 192,경기도 성남시 분당구 서현동 251-1번지,-,1,,N,37.387422,127.124384,5,8,17,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,황새울로,경기도 성남시 분당구 황새울로 347,경기도 성남시 분당구 서현동 257번지,-,1,,N,37.386847,127.1235701,5,8,17,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,황새울로,경기도 성남시 분당구 황새울로 346,경기도 성남시 분당구 서현동 250-2번지,-,1,,N,37.386342,127.122881,5,8,17,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,황새울로,,경기도 성남시 분당구 서현동 261-6,-,1,,N,37.385606,127.121852,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,황새울로,경기도 성남시 분당구 황새울로 315,경기도 성남시 분당구 서현동 273-2번지,-,1,,N,37.384511,127.120356,5,8,17,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,황새울로,경기도 성남시 분당구 황새울로 216,경기도 성남시 분당구 수내동 11-4번지,-,1,,N,37.378595,127.112068,5,8,17,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,황새울로,,경기도 성남시 분당구 정자동 92-3,-,1,,N,37.375226,127.109694,4,6,14,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,황새울로,경기도 성남시 분당구 황새울로132번길 2,경기도 성남시 분당구 정자동 78번지,-,1,,N,37.371774,127.109912,4,6,14,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,판교로,경기도 성남시 분당구 판교로 747,경기도 성남시 분당구 야탑동 192-2번지,-,1,,N,37.405343,127.155341,4,6,14,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,황새울로,"경기도 성남시 분당구 내정로 55 (정자동, 상록마을우성아파트)",경기도 성남시 분당구 정자동 121번지 상록마을우성아파트,-,1,,N,37.363504,127.109919,5,8,17,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,황새울로,경기도 성남시 분당구 황새울로 4,경기도 성남시 분당구 정자동 153번지,-,1,,N,37.359978,127.109962,5,8,17,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,금곡로,경기도 성남시 분당구 금곡로 289,경기도 성남시 분당구 금곡동 123번지,-,1,,N,37.356653,127.110207,4,6,14,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,금곡로,"경기도 성남시 분당구 금곡로 263 (금곡동, 청솔마을공무원아파트)",경기도 성남시 분당구 금곡동 125번지 청솔마을공무원아파트,-,99,,N,37.355645,127.112716,4,6,14,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,금곡로,"경기도 성남시 분당구 금곡로 181 (구미동, 분당중앙하이츠빌라)",경기도 성남시 분당구 구미동 81번지 분당중앙하이츠빌라,-,1,,N,37.350441,127.1201201,4,6,14,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,금곡로,"경기도 성남시 분당구 미금로 114 (구미동, 하얀마을그랜드빌)",경기도 성남시 분당구 구미동 111번지 하얀마을그랜드빌,-,1,,N,37.343418,127.119123,4,6,14,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,장미로,경기도 성남시 분당구 성남대로925번길 16,경기도 성남시 분당구 야탑동 341번지,-,1,,N,37.413746,127.126158,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,장미로,경기도 성남시 분당구 장미로 101,경기도 성남시 분당구 야탑동 334번지 장미마을,-,1,,N,37.4136301,127.131878,4,6,14,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,장미로,경기도 성남시 분당구 장미로 101,경기도 성남시 분당구 야탑동 334번지 장미마을,-,1,,N,37.413443,127.133789,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,장미로,"경기도 성남시 분당구 장미로 139 (야탑동, 매화마을주공2단지아파트)",경기도 성남시 분당구 야탑동 215번지 매화마을주공2단지아파트,-,1,,N,37.413242,127.1363901,4,6,14,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,장미로,경기도 성남시 분당구 장미로 153,경기도 성남시 분당구 야탑동 216번지,-,1,,N,37.413147,127.138596,5,8,17,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,장미로,"경기도 성남시 분당구 장미로 193 (야탑동, 매화마을주공4단지아파트)",경기도 성남시 분당구 야탑동 211번지 매화마을주공4단지아파트,-,1,,N,37.412911,127.142483,4,6,14,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,구미로173번길,경기도 성남시 분당구 구미로173번길 82,경기도 성남시 분당구 구미동 300번지,-,1,,N,37.350035,127.123295,5,8,17,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,구미로173번길,경기도 성남시 분당구 구미로173번길 59,경기도 성남시 분당구 구미동 297-1번지,-,1,,N,37.348241,127.124013,6,8,20,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,구미로173번길,"경기도 성남시 분당구 구미로173번길 22 (구미동, 우방도무스빌라)",경기도 성남시 분당구 구미동 285번지 우방도무스빌라,-,1,,N,37.344877,127.124521,5,8,17,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,새마을로,,경기도 성남시 분당구 서현동 136-15,-,1,,N,37.383408,127.135879,4,6,14,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시분당구,동판교로177번길,경기도 성남시 분당구 동판교로177번길 17,경기도 성남시 분당구 삼평동 739번지,-,4,,N,37.398305,127.113989,4,6,14,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,대왕판교로606번길,경기도 성남시 분당구 대왕판교로606번길 39,경기도 성남시 분당구 삼평동 651번지,-,4,,N,37.396251,127.111166,9,8,29,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,대왕판교로644번길,경기도 성남시 분당구 대왕판교로644번길 43,경기도 성남시 분당구 삼평동 675번지,-,4,,N,37.399842,127.111768,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,대왕판교로645번길,경기도 성남시 분당구 대왕판교로645번길 21,경기도 성남시 분당구 삼평동 637번지,-,4,,N,37.399831,127.1037601,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,대왕판교로645번길,경기도 성남시 분당구 대왕판교로645번길 36,경기도 성남시 분당구 삼평동 632번지,-,4,,N,37.399831,127.102581,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,판교로255번길,경기도 성남시 분당구 판교로255번길 21,경기도 성남시 분당구 삼평동 619번지,-,4,,N,37.405076,127.100406,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,판교로255번길,경기도 성남시 분당구 판교로 255,경기도 성남시 분당구 삼평동 622번지,-,4,,N,37.403169,127.102582,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,성남대로,경기도 성남시 분당구 성남대로43번길 11,경기도 성남시 분당구 구미동 174번지,-,1,,N,37.335967,127.108876,10,8,32,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,돌마로,,경기도 성남시 분당구 야탑동 168-1,-,1,,N,37.406901,127.141984,7,8,23,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,돌마로,,경기도 성남시 분당구 서현동 346-2,-,1,,N,37.3792901,127.136079,7,8,23,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,돌마로,,경기도 성남시 분당구 수내동 66,-,1,,N,37.372057,127.125598,8,8,26,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,돌마로,,경기도 성남시 분당구 정자동 255-3,-,1,,N,37.3592601,127.1191501,9,8,29,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,돌마로,,경기도 성남시 분당구 금곡동 139,-,1,,N,37.351079,127.1152301,9,8,29,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,성남대로,,경기도 성남시 분당구 금곡동 127,-,1,,N,37.356562,127.108618,10,8,32,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,대왕판교로,,경기도 성남시 수정구 심곡동 260-17,-,1,,N,37.449687,127.105421,4,8,44,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,대왕판교로,,경기도 성남시 수정구 고등동 94-1,-,1,,N,37.438312,127.103714,4,8,44,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,대왕판교로,,경기도 성남시 수정구 고등동 282-2,-,1,,N,37.432415,127.103099,4,8,44,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,대왕판교로,경기도 성남시 수정구 대왕판교로 942,경기도 성남시 수정구 시흥동 191번지,-,1,,N,37.424088,127.1021801,4,8,44,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,대왕판교로,경기도 성남시 수정구 달래내로 29,경기도 성남시 수정구 금토동 293번지,-,1,,N,37.412276,127.099739,4,8,44,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 수정구,-,,경기도 성남시 수정구 단대동 108,-,1,,N,37.451534,127.156804,2,8,23,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,둔촌대로,경기도 성남시 중원구 둔촌대로 509,경기도 성남시 중원구 상대원동 500-2번지,-,1,,N,37.431106,127.174187,8,3,24,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,둔촌대로,경기도 성남시 중원구 둔촌대로 332,경기도 성남시 중원구 하대원동 240-4번지,-,1,,N,37.430537,127.154061,4,3,12,Y,,,,,Y,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,둔촌대로,경기도 성남시 중원구 시민로11번길 27,경기도 성남시 중원구 하대원동 131번지,-,1,,N,37.4293201,127.1491501,9,3,27,Y,,,,,N,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시 중원구,둔촌대로,,경기도 성남시 중원구 하대원동 148,-,1,,N,37.428191,127.141595,10,3,30,Y,,,,,Y,,Y,,성남시청,031-729-3672,2020-06-30
9,성남시분당구,운중로,,경기도 성남시 분당구 운중동 966,-,4,,N,37.391547,127.078322,7,8,23,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,운중로,경기도 성남시 분당구 운중로 190,경기도 성남시 분당구 운중동 1017번지,-,4,,N,37.390533,127.085467,7,8,23,Y,,,,,Y,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,운중로,경기도 성남시 분당구 운중로 250,경기도 성남시 분당구 판교동 626번지,-,4,,N,37.389403,127.090134,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,운중로,,경기도 성남시 분당구 판교동 584-2,-,4,,N,37.388065,127.097506,6,8,20,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시 분당구,성남대로779번길,경기도 성남시 분당구 성남대로779번길 12,경기도 성남시 분당구 이매동 108번지,-,1,,N,37.399223,127.127547,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,서판교로,경기도 성남시 분당구 서판교로44번길 2,경기도 성남시 분당구 판교동 577번지,-,4,,N,37.389608,127.097639,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,서판교로,"경기도 성남시 분당구 서판교로 29 (판교동, 판교원마을한림풀에버아파트)",경기도 성남시 분당구 판교동 585번지 판교원마을한림풀에버아파트,-,4,,N,37.390703,127.097752,6,8,20,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,서판교로,"경기도 성남시 분당구 서판교로 73 (판교동, 판교원마을10단지아파트)",경기도 성남시 분당구 판교동 552번지 판교원마을10단지아파트,-,4,,N,37.392693,127.098278,5,8,17,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,서판교로,"경기도 성남시 분당구 서판교로 73 (판교동, 판교원마을10단지아파트)",경기도 성남시 분당구 판교동 552번지 판교원마을10단지아파트,-,4,,N,37.393371,127.098251,4,6,14,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,서판교로,경기도 성남시 분당구 서판교로 99,경기도 성남시 분당구 판교동 541번지,-,4,,N,37.396376,127.098009,6,8,20,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,서판교로,경기도 성남시 분당구 서판교로132번길 11,경기도 성남시 분당구 판교동 518번지,-,4,,N,37.398208,127.096416,6,8,20,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,서판교로,경기도 성남시 분당구 서판교로 160,경기도 성남시 분당구 판교동 497번지,-,4,,N,37.399832,127.0948501,7,8,23,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,서판교로,"경기도 성남시 분당구 서판교로 165 (판교동, 판교원마을12단지아파트)",경기도 성남시 분당구 판교동 494번지 판교원마을12단지아파트,-,4,,N,37.400599,127.094276,4,6,14,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,서판교로,경기도 성남시 분당구 서판교로180번길 20,경기도 성남시 분당구 판교동 503번지,-,4,,N,37.403025,127.095988,2,4,8,N,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시분당구,서판교로32번길,경기도 성남시 분당구 서판교로44번길 18,경기도 성남시 분당구 판교동 572번지,-,4,,N,37.390683,127.099771,2,4,8,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시분당구,서판교로88번길,,경기도 성남시 분당구 판교동 547-1,-,4,,N,37.394673,127.0990501,2,4,8,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,판교로,"경기도 성남시 분당구 판교로 20 (판교동, 판교원마을3단지아파트)",경기도 성남시 분당구 판교동 629번지 판교원마을3단지아파트,-,4,,N,37.388806,127.084903,7,8,23,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,안양판교로,,경기도 성남시 분당구 하산운동 266-52,-,4,,N,37.387076,127.084216,5,8,17,Y,,,,,Y,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시분당구,안양판교로,"경기도 성남시 분당구 판교원로 46 (운중동, 산운마을12단지아파트)",경기도 성남시 분당구 운중동 921번지 산운마을12단지아파트,-,4,,N,37.388008,127.075162,5,8,17,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시분당구,산운로,"경기도 성남시 분당구 산운로 37 (운중동, 산운마을판교월든힐스2단지아파트)",경기도 성남시 분당구 운중동 874번지 산운마을판교월든힐스2단지아파트,-,4,,N,37.392815,127.065138,2,4,8,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시분당구,산운로,"경기도 성남시 분당구 산운로 55 (운중동, 산운마을판교월든힐스3단지아파트)",경기도 성남시 분당구 운중동 873번지 산운마을판교월든힐스3단지아파트,-,4,,N,37.392952,127.0692101,2,4,8,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시분당구,산운로,경기도 성남시 분당구 운중로45번길 8,경기도 성남시 분당구 운중동 893번지,-,4,,N,37.392087,127.068126,2,4,8,Y,,,,,N,Y,Y,N,성남시청,031-729-3672,2020-06-30
9,성남시분당구,판교원로,"경기도 성남시 분당구 판교원로 7 (운중동, LIG건영아파트)",경기도 성남시 분당구 운중동 899번지 LIG건영아파트,-,4,,N,37.390727,127.067931,4,6,14,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,판교원로,,경기도 성남시 분당구 운중동 1044,-,4,,N,37.388247,127.082253,2,4,8,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,판교원로,"경기도 성남시 분당구 판교로 20 (판교동, 판교원마을3단지아파트)",경기도 성남시 분당구 판교동 629번지 판교원마을3단지아파트,-,4,,N,37.3876801,127.086925,3,6,11,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,판교원로,경기도 성남시 분당구 판교원로 193,경기도 성남시 분당구 판교동 633번지,-,4,,N,37.386673,127.086559,3,6,11,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,판교원로,경기도 성남시 분당구 판교원로 200,경기도 성남시 분당구 판교동 632번지,-,4,,N,37.386348,127.0880201,2,4,8,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,판교원로,,경기도 성남시 분당구 판교동 638-2,-,4,,N,37.386373,127.089093,3,6,11,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
9,성남시분당구,판교원로,"경기도 성남시 분당구 판교원로 237 (판교동, 판교원마을7단지아파트)",경기도 성남시 분당구 판교동 637번지 판교원마을7단지아파트,-,4,,N,37.386268,127.092382,2,4,8,Y,,,,,N,Y,Y,Y,성남시청,031-729-3672,2020-06-30
