시군명,구/읍면동명,업종구분명,시설명,대표자명,교습과정명,전화번호,소재지우편번호,행정동,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"수학초등1(A,B반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,안성민영어학원,안성민,초등1-6학년,070-4222-3737,18121,남촌동,경기도 오산시 궐동 618-7번지 부자빌딩 2층,"경기도 오산시 궐리사로29번길 8, 2층 (궐동,부자빌딩)",37.16080994,127.0561665
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,"중등교과(차상위계층,기초수급가정30%감면)영어듣기/과학/사회/국어",,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"영어초등4(A,B,C,D반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,중등교과(일반)수학/국어,,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,우남음악학원,김선희,피아노바이엘,031-376-2726,18121,남촌동,경기도 오산시 궐동 616-1번지 우남퍼스트빌 우남퍼스트빌 B동상가 303호,"경기도 오산시 궐리사로29번길 15, 우남퍼스트빌 B동상가 303호 (궐동,우남퍼스트빌)",37.16277459,127.0553347
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"종합초등5(A,B,C,D반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,오산고구려컴퓨터학원,최성익,정보처리자격증,,18121,남촌동,경기도 오산시 궐동 626-2번지 대성N학원 201호 일부,"경기도 오산시 궐리사로 49, 201호 일부 (궐동, 대성N학원)",37.15978189,127.0580571
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"종합초등3(A,B,C반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"영어초등6(A,B,C,D반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"수학초등5(A,B,C,D반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"수학초등4(A,B,C,D반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,중등교과(다자녀가정20%감면)영어듣기/과학/사회/국어,,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,"고등교과(차상위계층,기초수급가정30%감면)수학/영문법",,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,안성민영어학원,안성민,중3학년,070-4222-3737,18121,남촌동,경기도 오산시 궐동 618-7번지 부자빌딩 2층,"경기도 오산시 궐리사로29번길 8, 2층 (궐동,부자빌딩)",37.16080994,127.0561665
오산시,궐동,학교교과교습학원,혜윰보습학원,유경석,중등(종합),031-373-4005,18120,남촌동,경기도 오산시 궐동 645-6번지 궐동프라자 4층,경기도 오산시 청학로 87 궐동프라자 4층 (궐동),37.15672421,127.0644153
오산시,궐동,학교교과교습학원,혜윰보습학원,유경석,영어(고등),031-373-4005,18120,남촌동,경기도 오산시 궐동 645-6번지 궐동프라자 4층,경기도 오산시 청학로 87 궐동프라자 4층 (궐동),37.15672421,127.0644153
오산시,궐동,학교교과교습학원,윤선생영어숲궐동학원,전보욱,영어(초1~2),031-376-0589,18121,남촌동,경기도 오산시 궐동 619-4번지 거동빌딩 4층,경기도 오산시 궐리사로 37 거동빌딩 4층 (궐동),37.16030514,127.0566389
오산시,궐동,학교교과교습학원,벨칸토음악학원,류청화,피아노초급A,031-378-3479,18122,남촌동,경기도 오산시 궐동 670-8번지 대호빌딩 2층,"경기도 오산시 궐리사로46번길 6, 대호빌딩 2층 (궐동,대호빌딩)",37.15969212,127.0573365
오산시,궐동,학교교과교습학원,벨칸토음악학원,류청화,피아노중급,031-378-3479,18122,남촌동,경기도 오산시 궐동 670-8번지 대호빌딩 2층,"경기도 오산시 궐리사로46번길 6, 대호빌딩 2층 (궐동,대호빌딩)",37.15969212,127.0573365
오산시,궐동,학교교과교습학원,벨칸토음악학원,류청화,피아노입시,031-378-3479,18122,남촌동,경기도 오산시 궐동 670-8번지 대호빌딩 2층,"경기도 오산시 궐리사로46번길 6, 대호빌딩 2층 (궐동,대호빌딩)",37.15969212,127.0573365
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,중등교과(다자녀가정20%감면)수학/영문법,,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,맵학원,김인호,중고영어독해,031-376-7326,18120,남촌동,경기도 오산시 궐동 632-3번지 명석빌딩 2층,경기도 오산시 궐리사로 71 2층 (궐동),37.15878068,127.0602516
오산시,궐동,학교교과교습학원,혜윰보습학원,유경석,초등(종합),031-373-4005,18120,남촌동,경기도 오산시 궐동 645-6번지 궐동프라자 4층,경기도 오산시 청학로 87 궐동프라자 4층 (궐동),37.15672421,127.0644153
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"영어초등3(A,B,C반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,안성민영어학원,안성민,고등1-3학년,070-4222-3737,18121,남촌동,경기도 오산시 궐동 618-7번지 부자빌딩 2층,"경기도 오산시 궐리사로29번길 8, 2층 (궐동,부자빌딩)",37.16080994,127.0561665
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,"초등교과(차상위계층,기초수급가정30%감면)사회/과학/영문법/영어회화",,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,고등교과(일반)수학/영문법,,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,"초등교과(차상위계층,기초수급가정30%감면)수학/국어",,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,오산지앤비외국어학원,변미희,,031-374-5305,18122,남촌동,경기도 오산시 궐동 670-8번지 대호빌딩 4층,경기도 오산시 궐리사로46번길 6 4층 (궐동),37.15969212,127.0573365
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"종합초등4(A,B,C,D반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,명품학원,정경순,중등종합,031-375-2535,18121,남촌동,경기도 오산시 궐동 618-3번지,경기도 오산시 궐리사로29번길 10 (),37.16091807,127.0561665
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"영어초등1(A,B반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"수학초등2(A,B반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,중등교과(일반)영어듣기/과학/사회/국어,,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"수학초등6(A,B,C,D반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,앙상블음악학원,이경화,피아노고급반,031-372-8933,18115,남촌동,경기도 오산시 궐동 24-1번지,경기도 오산시 은여울로7번길 39 (),37.16011018,127.0680882
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,초등교과(일반)수학/국어,,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,초등교과(다자녀가정20%감면)수학/국어,,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,고등교과(다가정자녀20%감면)영어듣기/과학/사회/국어,,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,혜윰보습학원,유경석,수학(고등),031-373-4005,18120,남촌동,경기도 오산시 궐동 645-6번지 궐동프라자 4층,경기도 오산시 청학로 87 궐동프라자 4층 (궐동),37.15672421,127.0644153
오산시,궐동,학교교과교습학원,우남음악학원,김선희,체르니40,031-376-2726,18121,남촌동,경기도 오산시 궐동 616-1번지 우남퍼스트빌 우남퍼스트빌 B동상가 303호,"경기도 오산시 궐리사로29번길 15, 우남퍼스트빌 B동상가 303호 (궐동,우남퍼스트빌)",37.16277459,127.0553347
오산시,궐동,학교교과교습학원,벨칸토음악학원,류청화,피아노초급B,031-378-3479,18122,남촌동,경기도 오산시 궐동 670-8번지 대호빌딩 2층,"경기도 오산시 궐리사로46번길 6, 대호빌딩 2층 (궐동,대호빌딩)",37.15969212,127.0573365
오산시,궐동,학교교과교습학원,궐동보성보습학원,김혜숙,"영어초등2(A,B반)",031-372-0933,18121,남촌동,경기도 오산시 궐동 619-7번지 3층 보성학원,"경기도 오산시 궐리사로 41, 3층 (궐동, 보성학원)",37.16016973,127.0572017
오산시,궐동,학교교과교습학원,명품학원,정경순,초등종합,031-375-2535,18121,남촌동,경기도 오산시 궐동 618-3번지,경기도 오산시 궐리사로29번길 10 (),37.16091807,127.0561665
오산시,궐동,학교교과교습학원,하울음악학원,유진이,피아노기초,031-377-7969,18121,남촌동,경기도 오산시 궐동 618-7번지 부자빌딩 3층,경기도 오산시 궐리사로29번길 8 3층 (궐동),37.16080994,127.0561665
오산시,궐동,학교교과교습학원,우남음악학원,김선희,피아노체르니100,031-376-2726,18121,남촌동,경기도 오산시 궐동 616-1번지 우남퍼스트빌 우남퍼스트빌 B동상가 303호,"경기도 오산시 궐리사로29번길 15, 우남퍼스트빌 B동상가 303호 (궐동,우남퍼스트빌)",37.16277459,127.0553347
오산시,궐동,학교교과교습학원,소망비전학원,공숙희,초등교과(다자녀가정20%감면)사회/과학/영문법/영어회화,,18120,남촌동,경기도 오산시 궐동 628-1번지 1층 소망교회,"경기도 오산시 궐리사로59번길 13, 1층 (궐동, 소망교회)",37.16022247,127.0600275
오산시,궐동,학교교과교습학원,하울음악학원,유진이,피아노체르니40,031-377-7969,18121,남촌동,경기도 오산시 궐동 618-7번지 부자빌딩 3층,경기도 오산시 궐리사로29번길 8 3층 (궐동),37.16080994,127.0561665
오산시,금암동,학교교과교습학원,티앤비뮤직학원,신이나,"기타(일렉,베이스,어쿠스틱)",070-4259-7489,18108,신장동,경기도 오산시 금암동 502-5번지 인피니트타워 504호,"경기도 오산시 문헌공로 3, 인피니트타워 504호 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,이웨이베리타스학원,박요섭,"진학상담지도(세특,수행)",,18108,신장동,경기도 오산시 금암동 503-2번지 지플레이스 702호,"경기도 오산시 문헌공로 9, 지플레이스 702호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,세교연대와이티어학원,노태권문지환조남욱,영어 I talk3,031-373-0007,18108,신장동,"경기도 오산시 금암동 502-5번지 인피니트타워 603호일부,604호","경기도 오산시 문헌공로 3, 인피니트타워 603호일부,604호 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,동아에듀플러스학원,이종원,수학(초),031-377-4058,18109,신장동,경기도 오산시 금암동 516-4번지 P앤P세교프라자 404호,"경기도 오산시 수청로 193, P앤P세교프라자 404호 (금암동)",37.17652853,127.0453112
오산시,금암동,학교교과교습학원,윤선생IGSE세교학원,배은진,영어중등부,031-376-0595,18108,신장동,경기도 오산시 금암동 502-5번지 인피니트타워 503호,"경기도 오산시 문헌공로 3,  인피니트타워503 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,힘수학오산캠퍼스학원,노태권문지환조남욱,수학(초등),031-374-6900,18108,신장동,"경기도 오산시 금암동 502-5번지 601,602,603호 일부","경기도 오산시 문헌공로 3, 601,602,603호 일부 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,세교매쓰캔수학학원,이성원,고등수학,031-376-7842,18108,신장동,경기도 오산시 금암동 503-2번지 G플레이스 302호,"경기도 오산시 문헌공로 9, G플레이스 302호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,해법중국어금암보습학원,오서정,중국어초등,,18109,신장동,경기도 오산시 금암동 516-1번지 센타프라자 504호 (일부),"경기도 오산시 수청로 201,, 센타프라자 504호(일부) (금암동)",37.1763306,127.0444778
오산시,금암동,학교교과교습학원,티앤비뮤직학원,신이나,피아노,070-4259-7489,18108,신장동,경기도 오산시 금암동 502-5번지 인피니트타워 504호,"경기도 오산시 문헌공로 3, 인피니트타워 504호 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,CLS학원,손하영,"영어(월,수,금)",031-375-0880,18108,신장동,경기도 오산시 금암동 500-2번지 202호~203호,"경기도 오산시 수목원로468번길 6-3, 202호~203호 (금암동)",37.1755264,127.0505016
오산시,금암동,학교교과교습학원,이웨이베리타스학원,박요섭,"중등(국,영,수,사,과)",,18108,신장동,경기도 오산시 금암동 503-2번지 지플레이스 702호,"경기도 오산시 문헌공로 9, 지플레이스 702호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,금암독서실,한승목,1월이용료(개인실),,18108,신장동,경기도 오산시 금암동 503-2번지 지플레이스세교 701호,"경기도 오산시 문헌공로 9, 지플레이스세교 701호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,눈높이러닝센터세교학원,주식회사대교,"영어아이리스닝/초,중",031-374-9509,18109,신장동,경기도 오산시 금암동 516-2번지 정원프라자 501호,"경기도 오산시 수청로 199, 501호 (금암동)",37.17635753,127.0447594
오산시,금암동,학교교과교습학원,눈높이러닝센터세교학원,주식회사대교,"국어공부와락/초,중",031-374-9509,18109,신장동,경기도 오산시 금암동 516-2번지 정원프라자 501호,"경기도 오산시 수청로 199, 501호 (금암동)",37.17635753,127.0447594
오산시,금암동,학교교과교습학원,윤선생IGSE세교학원,배은진,영어중급,031-376-0595,18108,신장동,경기도 오산시 금암동 502-5번지 인피니트타워 503호,"경기도 오산시 문헌공로 3,  인피니트타워503 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,SNJ영어학원,고광윤,초등영어,031-378-8205,18108,신장동,"경기도 오산시 금암동 503-2번지 501호, 502호","경기도 오산시 문헌공로 9, 501호, 502호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,이보영의토킹클럽세교중앙캠퍼스학원,유향이,영어초중급B,031-375-0555,18108,신장동,"경기도 오산시 금암동 503-2번지 401,402호,403호일부","경기도 오산시 문헌공로 9, 401,402호,403호일부 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,로피탈수학과학전문학원,박성준,화학고등,031-376-2510,18109,신장동,경기도 오산시 금암동 516-3번지 백현프라자 602호,"경기도 오산시 수청로 197, 백현프라자 602호 (금암동)",37.17644754,127.0450296
오산시,금암동,학교교과교습학원,아트앤하트학원,노주현장준희,"유,초등부",031-373-1676,18109,신장동,"경기도 오산시 금암동 516-1번지 센타프라자 503,504호","경기도 오산시 수청로 201, 센타프라자 503,504호 (금암동)",37.1763306,127.0444778
오산시,금암동,학교교과교습학원,눈높이러닝센터세교학원,주식회사대교,"국어창의독서2/초,중",031-374-9509,18109,신장동,경기도 오산시 금암동 516-2번지 정원프라자 501호,"경기도 오산시 수청로 199, 501호 (금암동)",37.17635753,127.0447594
오산시,금암동,학교교과교습학원,뮤엠영어오산세교학원,이원규,영어고급,031-376-3405,18109,신장동,경기도 오산시 금암동 516-4번지 P앤P세교프라자 403호,"경기도 오산시 수청로 193, P앤P세교프라자 403호 (금암동)",37.17652853,127.0453112
오산시,금암동,학교교과교습학원,뮤엠영어오산세교학원,이원규,수학(초등중급),031-376-3405,18109,신장동,경기도 오산시 금암동 516-4번지 P앤P세교프라자 403호,"경기도 오산시 수청로 193, P앤P세교프라자 403호 (금암동)",37.17652853,127.0453112
오산시,금암동,학교교과교습학원,명륜당학원,김태우,고등수학,031-377-8155,18109,신장동,경기도 오산시 금암동 516-3번지 백현프라자 603호,"경기도 오산시 수청로 197, 백현프라자 603호 (금암동)",37.17644754,127.0450296
오산시,금암동,학교교과교습학원,윤선생IGSE세교학원,배은진,화상영어1,031-376-0595,18108,신장동,경기도 오산시 금암동 502-5번지 인피니트타워 503호,"경기도 오산시 문헌공로 3,  인피니트타워503 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,눈높이러닝센터세교학원,주식회사대교,"사회플러스온/초,중",031-374-9509,18109,신장동,경기도 오산시 금암동 516-2번지 정원프라자 501호,"경기도 오산시 수청로 199, 501호 (금암동)",37.17635753,127.0447594
오산시,금암동,학교교과교습학원,연세프렌즈음악학원,민준혁,피아노초급,031-372-7311,18109,신장동,경기도 오산시 금암동 516-6번지 웅신아트프라자 303호,"경기도 오산시 수청로 189, 웅신아트프라자 303호 (금암동)",37.1767536,127.0458406
오산시,금암동,학교교과교습학원,세아발레2관학원,이경미,발레초등전공bar work,031-372-6506,18109,신장동,경기도 오산시 금암동 516-2번지 정원프라자 404호,"경기도 오산시 수청로 199, 정원프라자 404호 (금암동)",37.17635753,127.0447594
오산시,금암동,학교교과교습학원,매쓰캔수학학원,백소영,초등수학,031-376-7842,18108,신장동,"경기도 오산시 금암동 503-2번지 403호 일부, 404호","경기도 오산시 문헌공로 9, 403호 일부, 404호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,CLS학원,손하영,수학(고등주5회),031-375-0880,18108,신장동,경기도 오산시 금암동 500-2번지 202호~203호,"경기도 오산시 수목원로468번길 6-3, 202호~203호 (금암동)",37.1755264,127.0505016
오산시,금암동,학교교과교습학원,세아발레2관학원,이경미,발레초등전공center work,031-372-6506,18109,신장동,경기도 오산시 금암동 516-2번지 정원프라자 404호,"경기도 오산시 수청로 199, 정원프라자 404호 (금암동)",37.17635753,127.0447594
오산시,금암동,학교교과교습학원,윤선생IGSE세교학원,배은진,영어유치부,031-376-0595,18108,신장동,경기도 오산시 금암동 502-5번지 인피니트타워 503호,"경기도 오산시 문헌공로 3,  인피니트타워503 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,명륜당학원,김태우,초등영어A,031-377-8155,18109,신장동,경기도 오산시 금암동 516-3번지 백현프라자 603호,"경기도 오산시 수청로 197, 백현프라자 603호 (금암동)",37.17644754,127.0450296
오산시,금암동,학교교과교습학원,창작의뜰미술학원,정미라,미술초등고학년,031-375-1251,18109,신장동,경기도 오산시 금암동 516-3번지 백현프라자 601호,"경기도 오산시 수청로 197, 백현프라자 601호 (금암동)",37.17644754,127.0450296
오산시,금암동,학교교과교습학원,창작의뜰미술학원,정미라,고등부,031-375-1251,18109,신장동,경기도 오산시 금암동 516-3번지 백현프라자 601호,"경기도 오산시 수청로 197, 백현프라자 601호 (금암동)",37.17644754,127.0450296
오산시,금암동,학교교과교습학원,세교매쓰캔수학학원,이성원,중등수학,031-376-7842,18108,신장동,경기도 오산시 금암동 503-2번지 G플레이스 302호,"경기도 오산시 문헌공로 9, G플레이스 302호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,세아발레2관학원,이경미,발레중등전공 center work,031-372-6506,18109,신장동,경기도 오산시 금암동 516-2번지 정원프라자 404호,"경기도 오산시 수청로 199, 정원프라자 404호 (금암동)",37.17635753,127.0447594
오산시,금암동,학교교과교습학원,북클럽스터디센터금암학원,㈜웅진씽크빅,,,18109,신장동,"경기도 오산시 금암동 516-3번지 301호, 302호","경기도 오산시 수청로 197, 301호, 302호 (금암동)",37.17644754,127.0450296
오산시,금암동,학교교과교습학원,동아에듀플러스학원,이종원,전과목(초),031-377-4058,18109,신장동,경기도 오산시 금암동 516-4번지 P앤P세교프라자 404호,"경기도 오산시 수청로 193, P앤P세교프라자 404호 (금암동)",37.17652853,127.0453112
오산시,금암동,학교교과교습학원,정철어학원,노시영,영어(중급),031-373-0582,18108,신장동,"경기도 오산시 금암동 502-2번지 무한타워 501,502호","경기도 오산시 수목원로 462, 무한타워 501,502호 (금암동)",37.17496789,127.0501747
오산시,금암동,학교교과교습학원,윤선생IGSE세교학원,배은진,토론특강,031-376-0595,18108,신장동,경기도 오산시 금암동 502-5번지 인피니트타워 503호,"경기도 오산시 문헌공로 3,  인피니트타워503 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,명륜당학원,김태우,"초등(국,영,수,사,과)",031-377-8155,18109,신장동,경기도 오산시 금암동 516-3번지 백현프라자 603호,"경기도 오산시 수청로 197, 백현프라자 603호 (금암동)",37.17644754,127.0450296
오산시,금암동,학교교과교습학원,이보영의토킹클럽세교중앙캠퍼스학원,유향이,영어중급A,031-375-0555,18108,신장동,"경기도 오산시 금암동 503-2번지 401,402호,403호일부","경기도 오산시 문헌공로 9, 401,402호,403호일부 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,서울독서실,한승목,다인실1개월,,18108,신장동,"경기도 오산시 금암동 503-2번지 지플레이스 602호,603호, 604호","경기도 오산시 문헌공로 9, 지플레이스 602호,603호, 604호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,눈높이러닝센터세교학원,주식회사대교,"사회역사/초,중",031-374-9509,18109,신장동,경기도 오산시 금암동 516-2번지 정원프라자 501호,"경기도 오산시 수청로 199, 501호 (금암동)",37.17635753,127.0447594
오산시,금암동,학교교과교습학원,명륜당학원,김태우,중등영어A,031-377-8155,18109,신장동,경기도 오산시 금암동 516-3번지 백현프라자 603호,"경기도 오산시 수청로 197, 백현프라자 603호 (금암동)",37.17644754,127.0450296
오산시,금암동,학교교과교습학원,힘수학오산캠퍼스학원,노태권문지환조남욱,수학(고등A),031-374-6900,18108,신장동,"경기도 오산시 금암동 502-5번지 601,602,603호 일부","경기도 오산시 문헌공로 3, 601,602,603호 일부 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,CLS학원,손하영,수학(고등주2회),031-375-0880,18108,신장동,경기도 오산시 금암동 500-2번지 202호~203호,"경기도 오산시 수목원로468번길 6-3, 202호~203호 (금암동)",37.1755264,127.0505016
오산시,금암동,학교교과교습학원,M수학학원,허승민,중등수학,031-8050-7766,18108,신장동,경기도 오산시 금암동 502-2번지 무한메디컬센터 503호,"경기도 오산시 수목원로 462, 무한메디컬센터 503호 (금암동)",37.17496789,127.0501747
오산시,금암동,학교교과교습학원,쎈텀수학학원,김인수,수학(중등),,18108,신장동,경기도 오산시 금암동 503-2번지 지플레이스 601호,"경기도 오산시 문헌공로 9, 지플레이스 601호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,SNJ영어학원,고광윤,고등영어,031-378-8205,18108,신장동,"경기도 오산시 금암동 503-2번지 501호, 502호","경기도 오산시 문헌공로 9, 501호, 502호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,명륜당학원,김태우,"초등(수,국,사,과)",031-377-8155,18109,신장동,경기도 오산시 금암동 516-3번지 백현프라자 603호,"경기도 오산시 수청로 197, 백현프라자 603호 (금암동)",37.17644754,127.0450296
오산시,금암동,학교교과교습학원,매쓰캔수학학원,백소영,고등수학준비반,031-376-7842,18108,신장동,"경기도 오산시 금암동 503-2번지 403호 일부, 404호","경기도 오산시 문헌공로 9, 403호 일부, 404호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,세교연대와이티어학원,노태권문지환조남욱,영어 I talk5,031-373-0007,18108,신장동,"경기도 오산시 금암동 502-5번지 인피니트타워 603호일부,604호","경기도 오산시 문헌공로 3, 인피니트타워 603호일부,604호 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,눈높이러닝센터세교학원,주식회사대교,"사회공부와락/초,중",031-374-9509,18109,신장동,경기도 오산시 금암동 516-2번지 정원프라자 501호,"경기도 오산시 수청로 199, 501호 (금암동)",37.17635753,127.0447594
오산시,금암동,학교교과교습학원,윤선생IGSE세교학원,배은진,문법특강,031-376-0595,18108,신장동,경기도 오산시 금암동 502-5번지 인피니트타워 503호,"경기도 오산시 문헌공로 3,  인피니트타워503 (금암동)",37.17441804,127.0506924
오산시,금암동,학교교과교습학원,세교매쓰캔수학학원,이성원,중등수학준비반,031-376-7842,18108,신장동,경기도 오산시 금암동 503-2번지 G플레이스 302호,"경기도 오산시 문헌공로 9, G플레이스 302호 (금암동)",37.17475119,127.0512781
오산시,금암동,학교교과교습학원,드림아트미술학원,서가람,초급Ⅰ,,18108,신장동,경기도 오산시 금암동 502-2번지 무한타워 505호,"경기도 오산시 수목원로 462, 무한타워 505호 (금암동)",37.17496789,127.0501747
오산시,금암동,학교교과교습학원,씨엘에스어학원,박원이,영어(중등),031-8050-0099,18108,신장동,경기도 오산시 금암동 502-4번지 2층,"경기도 오산시 수목원로 458, 2층 (금암동)",37.17467042,127.0504786
오산시,금암동,학교교과교습학원,이화프란츠음악학원,김현정,피아노,,18109,신장동,경기도 오산시 금암동 516-3번지 백현프라자 504호,"경기도 오산시 수청로 197, 504호 (금암동, 백현프라자)",37.17644754,127.0450296
